PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,class,Passenger,Class,Survivability,age_bin
480,1,3,female,2.0,0,1,12.2875,S,3,480,third,Alive,0-11
481,0,3,male,9.0,5,2,46.9,S,3,481,third,Dead,0-11
483,0,3,male,50.0,0,0,8.05,S,3,483,third,Dead,41-50
484,1,3,female,63.0,0,0,9.5875,S,3,484,third,Alive,61-80
485,1,1,male,25.0,1,0,91.0792,C,1,485,first,Alive,21-30
487,1,1,female,35.0,1,0,90.0,S,1,487,first,Alive,31-40
488,0,1,male,58.0,0,0,29.7,C,1,488,first,Dead,51-60
489,0,3,male,30.0,0,0,8.05,S,3,489,third,Dead,21-30
490,1,3,male,9.0,1,1,15.9,S,3,490,third,Alive,0-11
492,0,3,male,21.0,0,0,7.25,S,3,492,third,Dead,11-20
493,0,1,male,55.0,0,0,30.5,S,1,493,first,Dead,51-60
494,0,1,male,71.0,0,0,49.5042,C,1,494,first,Dead,61-80
495,0,3,male,21.0,0,0,8.05,S,3,495,third,Dead,11-20
497,1,1,female,54.0,1,0,78.2667,C,1,497,first,Alive,51-60
499,0,1,female,25.0,1,2,151.55,S,1,499,first,Dead,21-30
500,0,3,male,24.0,0,0,7.7958,S,3,500,third,Dead,21-30
501,0,3,male,17.0,0,0,8.6625,S,3,501,third,Dead,11-20
502,0,3,female,21.0,0,0,7.75,Q,3,502,third,Dead,11-20
504,0,3,female,37.0,0,0,9.5875,S,3,504,third,Dead,31-40
505,1,1,female,16.0,0,0,86.5,S,1,505,first,Alive,11-20
506,0,1,male,18.0,1,0,108.9,C,1,506,first,Dead,11-20
507,1,2,female,33.0,0,2,26.0,S,2,507,second,Alive,31-40
509,0,3,male,28.0,0,0,22.525,S,3,509,third,Dead,21-30
510,1,3,male,26.0,0,0,56.4958,S,3,510,third,Alive,21-30
511,1,3,male,29.0,0,0,7.75,Q,3,511,third,Alive,21-30
513,1,1,male,36.0,0,0,26.2875,S,1,513,first,Alive,31-40
514,1,1,female,54.0,1,0,59.4,C,1,514,first,Alive,51-60
515,0,3,male,24.0,0,0,7.4958,S,3,515,third,Dead,21-30
516,0,1,male,47.0,0,0,34.0208,S,1,516,first,Dead,41-50
517,1,2,female,34.0,0,0,10.5,S,2,517,second,Alive,31-40
519,1,2,female,36.0,1,0,26.0,S,2,519,second,Alive,31-40
520,0,3,male,32.0,0,0,7.8958,S,3,520,third,Dead,31-40
521,1,1,female,30.0,0,0,93.5,S,1,521,first,Alive,21-30
522,0,3,male,22.0,0,0,7.8958,S,3,522,third,Dead,21-30
524,1,1,female,44.0,0,1,57.9792,C,1,524,first,Alive,41-50
526,0,3,male,40.5,0,0,7.75,Q,3,526,third,Dead,31-40
527,1,2,female,50.0,0,0,10.5,S,2,527,second,Alive,41-50
529,0,3,male,39.0,0,0,7.925,S,3,529,third,Dead,31-40
530,0,2,male,23.0,2,1,11.5,S,2,530,second,Dead,21-30
531,1,2,female,2.0,1,1,26.0,S,2,531,second,Alive,0-11
533,0,3,male,17.0,1,1,7.2292,C,3,533,third,Dead,11-20
535,0,3,female,30.0,0,0,8.6625,S,3,535,third,Dead,21-30
536,1,2,female,7.0,0,2,26.25,S,2,536,second,Alive,0-11
537,0,1,male,45.0,0,0,26.55,S,1,537,first,Dead,41-50
538,1,1,female,30.0,0,0,106.425,C,1,538,first,Alive,21-30
540,1,1,female,22.0,0,2,49.5,C,1,540,first,Alive,21-30
541,1,1,female,36.0,0,2,71.0,S,1,541,first,Alive,31-40
542,0,3,female,9.0,4,2,31.275,S,3,542,third,Dead,0-11
543,0,3,female,11.0,4,2,31.275,S,3,543,third,Dead,0-11
544,1,2,male,32.0,1,0,26.0,S,2,544,second,Alive,31-40
545,0,1,male,50.0,1,0,106.425,C,1,545,first,Dead,41-50
546,0,1,male,64.0,0,0,26.0,S,1,546,first,Dead,61-80
547,1,2,female,19.0,1,0,26.0,S,2,547,second,Alive,11-20
549,0,3,male,33.0,1,1,20.525,S,3,549,third,Dead,31-40
550,1,2,male,8.0,1,1,36.75,S,2,550,second,Alive,0-11
551,1,1,male,17.0,0,2,110.8833,C,1,551,first,Alive,11-20
552,0,2,male,27.0,0,0,26.0,S,2,552,second,Dead,21-30
554,1,3,male,22.0,0,0,7.225,C,3,554,third,Alive,21-30
555,1,3,female,22.0,0,0,7.775,S,3,555,third,Alive,21-30
556,0,1,male,62.0,0,0,26.55,S,1,556,first,Dead,61-80
557,1,1,female,48.0,1,0,39.6,C,1,557,first,Alive,41-50
559,1,1,female,39.0,1,1,79.65,S,1,559,first,Alive,31-40
560,1,3,female,36.0,1,0,17.4,S,3,560,third,Alive,31-40
562,0,3,male,40.0,0,0,7.8958,S,3,562,third,Dead,31-40
563,0,2,male,28.0,0,0,13.5,S,2,563,second,Dead,21-30
566,0,3,male,24.0,2,0,24.15,S,3,566,third,Dead,21-30
567,0,3,male,19.0,0,0,7.8958,S,3,567,third,Dead,11-20
568,0,3,female,29.0,0,4,21.075,S,3,568,third,Dead,21-30
570,1,3,male,32.0,0,0,7.8542,S,3,570,third,Alive,31-40
571,1,2,male,62.0,0,0,10.5,S,2,571,second,Alive,61-80
572,1,1,female,53.0,2,0,51.4792,S,1,572,first,Alive,51-60
573,1,1,male,36.0,0,0,26.3875,S,1,573,first,Alive,31-40
575,0,3,male,16.0,0,0,8.05,S,3,575,third,Dead,11-20
576,0,3,male,19.0,0,0,14.5,S,3,576,third,Dead,11-20
577,1,2,female,34.0,0,0,13.0,S,2,577,second,Alive,31-40
578,1,1,female,39.0,1,0,55.9,S,1,578,first,Alive,31-40
580,1,3,male,32.0,0,0,7.925,S,3,580,third,Alive,31-40
581,1,2,female,25.0,1,1,30.0,S,2,581,second,Alive,21-30
582,1,1,female,39.0,1,1,110.8833,C,1,582,first,Alive,31-40
583,0,2,male,54.0,0,0,26.0,S,2,583,second,Dead,51-60
584,0,1,male,36.0,0,0,40.125,C,1,584,first,Dead,31-40
586,1,1,female,18.0,0,2,79.65,S,1,586,first,Alive,11-20
587,0,2,male,47.0,0,0,15.0,S,2,587,second,Dead,41-50
588,1,1,male,60.0,1,1,79.2,C,1,588,first,Alive,51-60
589,0,3,male,22.0,0,0,8.05,S,3,589,third,Dead,21-30
591,0,3,male,35.0,0,0,7.125,S,3,591,third,Dead,31-40
592,1,1,female,52.0,1,0,78.2667,C,1,592,first,Alive,51-60
593,0,3,male,47.0,0,0,7.25,S,3,593,third,Dead,41-50
595,0,2,male,37.0,1,0,26.0,S,2,595,second,Dead,31-40
596,0,3,male,36.0,1,1,24.15,S,3,596,third,Dead,31-40
598,0,3,male,49.0,0,0,0.0,S,3,598,third,Dead,41-50
600,1,1,male,49.0,1,0,56.9292,C,1,600,first,Alive,41-50
601,1,2,female,24.0,2,1,27.0,S,2,601,second,Alive,21-30
604,0,3,male,44.0,0,0,8.05,S,3,604,third,Dead,41-50
605,1,1,male,35.0,0,0,26.55,C,1,605,first,Alive,31-40
606,0,3,male,36.0,1,0,15.55,S,3,606,third,Dead,31-40
607,0,3,male,30.0,0,0,7.8958,S,3,607,third,Dead,21-30
608,1,1,male,27.0,0,0,30.5,S,1,608,first,Alive,21-30
609,1,2,female,22.0,1,2,41.5792,C,2,609,second,Alive,21-30
610,1,1,female,40.0,0,0,153.4625,S,1,610,first,Alive,31-40
611,0,3,female,39.0,1,5,31.275,S,3,611,third,Dead,31-40
615,0,3,male,35.0,0,0,8.05,S,3,615,third,Dead,31-40
616,1,2,female,24.0,1,2,65.0,S,2,616,second,Alive,21-30
617,0,3,male,34.0,1,1,14.4,S,3,617,third,Dead,31-40
618,0,3,female,26.0,1,0,16.1,S,3,618,third,Dead,21-30
619,1,2,female,4.0,2,1,39.0,S,2,619,second,Alive,0-11
620,0,2,male,26.0,0,0,10.5,S,2,620,second,Dead,21-30
621,0,3,male,27.0,1,0,14.4542,C,3,621,third,Dead,21-30
622,1,1,male,42.0,1,0,52.5542,S,1,622,first,Alive,41-50
623,1,3,male,20.0,1,1,15.7417,C,3,623,third,Alive,11-20
624,0,3,male,21.0,0,0,7.8542,S,3,624,third,Dead,11-20
625,0,3,male,21.0,0,0,16.1,S,3,625,third,Dead,11-20
626,0,1,male,61.0,0,0,32.3208,S,1,626,first,Dead,51-60
627,0,2,male,57.0,0,0,12.35,Q,2,627,second,Dead,51-60
628,1,1,female,21.0,0,0,77.9583,S,1,628,first,Alive,11-20
629,0,3,male,26.0,0,0,7.8958,S,3,629,third,Dead,21-30
631,1,1,male,80.0,0,0,30.0,S,1,631,first,Alive,61-80
632,0,3,male,51.0,0,0,7.0542,S,3,632,third,Dead,41-50
633,1,1,male,32.0,0,0,30.5,C,1,633,first,Alive,31-40
635,0,3,female,9.0,3,2,27.9,S,3,635,third,Dead,0-11
636,1,2,female,28.0,0,0,13.0,S,2,636,second,Alive,21-30
637,0,3,male,32.0,0,0,7.925,S,3,637,third,Dead,31-40
638,0,2,male,31.0,1,1,26.25,S,2,638,second,Dead,21-30
639,0,3,female,41.0,0,5,39.6875,S,3,639,third,Dead,31-40
641,0,3,male,20.0,0,0,7.8542,S,3,641,third,Dead,11-20
642,1,1,female,24.0,0,0,69.3,C,1,642,first,Alive,21-30
643,0,3,female,2.0,3,2,27.9,S,3,643,third,Dead,0-11
645,1,3,female,0.75,2,1,19.2583,C,3,645,third,Alive,0-11
646,1,1,male,48.0,1,0,76.7292,C,1,646,first,Alive,41-50
647,0,3,male,19.0,0,0,7.8958,S,3,647,third,Dead,11-20
648,1,1,male,56.0,0,0,35.5,C,1,648,first,Alive,51-60
650,1,3,female,23.0,0,0,7.55,S,3,650,third,Alive,21-30
652,1,2,female,18.0,0,1,23.0,S,2,652,second,Alive,11-20
653,0,3,male,21.0,0,0,8.4333,S,3,653,third,Dead,11-20
655,0,3,female,18.0,0,0,6.75,Q,3,655,third,Dead,11-20
656,0,2,male,24.0,2,0,73.5,S,2,656,second,Dead,21-30
658,0,3,female,32.0,1,1,15.5,Q,3,658,third,Dead,31-40
659,0,2,male,23.0,0,0,13.0,S,2,659,second,Dead,21-30
660,0,1,male,58.0,0,2,113.275,C,1,660,first,Dead,51-60
661,1,1,male,50.0,2,0,133.65,S,1,661,first,Alive,41-50
662,0,3,male,40.0,0,0,7.225,C,3,662,third,Dead,31-40
663,0,1,male,47.0,0,0,25.5875,S,1,663,first,Dead,41-50
664,0,3,male,36.0,0,0,7.4958,S,3,664,third,Dead,31-40
665,1,3,male,20.0,1,0,7.925,S,3,665,third,Alive,11-20
666,0,2,male,32.0,2,0,73.5,S,2,666,second,Dead,31-40
667,0,2,male,25.0,0,0,13.0,S,2,667,second,Dead,21-30
669,0,3,male,43.0,0,0,8.05,S,3,669,third,Dead,41-50
671,1,2,female,40.0,1,1,39.0,S,2,671,second,Alive,31-40
672,0,1,male,31.0,1,0,52.0,S,1,672,first,Dead,21-30
673,0,2,male,70.0,0,0,10.5,S,2,673,second,Dead,61-80
674,1,2,male,31.0,0,0,13.0,S,2,674,second,Alive,21-30
676,0,3,male,18.0,0,0,7.775,S,3,676,third,Dead,11-20
677,0,3,male,24.5,0,0,8.05,S,3,677,third,Dead,21-30
678,1,3,female,18.0,0,0,9.8417,S,3,678,third,Alive,11-20
679,0,3,female,43.0,1,6,46.9,S,3,679,third,Dead,41-50
680,1,1,male,36.0,0,1,512.3292,C,1,680,first,Alive,31-40
682,1,1,male,27.0,0,0,76.7292,C,1,682,first,Alive,21-30
683,0,3,male,20.0,0,0,9.225,S,3,683,third,Dead,11-20
684,0,3,male,14.0,5,2,46.9,S,3,684,third,Dead,11-20
685,0,2,male,60.0,1,1,39.0,S,2,685,second,Dead,51-60
686,0,2,male,25.0,1,2,41.5792,C,2,686,second,Dead,21-30
687,0,3,male,14.0,4,1,39.6875,S,3,687,third,Dead,11-20
688,0,3,male,19.0,0,0,10.1708,S,3,688,third,Dead,11-20
689,0,3,male,18.0,0,0,7.7958,S,3,689,third,Dead,11-20
690,1,1,female,15.0,0,1,211.3375,S,1,690,first,Alive,11-20
691,1,1,male,31.0,1,0,57.0,S,1,691,first,Alive,21-30
692,1,3,female,4.0,0,1,13.4167,C,3,692,third,Alive,0-11
694,0,3,male,25.0,0,0,7.225,C,3,694,third,Dead,21-30
695,0,1,male,60.0,0,0,26.55,S,1,695,first,Dead,51-60
696,0,2,male,52.0,0,0,13.5,S,2,696,second,Dead,51-60
697,0,3,male,44.0,0,0,8.05,S,3,697,third,Dead,41-50
699,0,1,male,49.0,1,1,110.8833,C,1,699,first,Dead,41-50
700,0,3,male,42.0,0,0,7.65,S,3,700,third,Dead,41-50
701,1,1,female,18.0,1,0,227.525,C,1,701,first,Alive,11-20
702,1,1,male,35.0,0,0,26.2875,S,1,702,first,Alive,31-40
703,0,3,female,18.0,0,1,14.4542,C,3,703,third,Dead,11-20
704,0,3,male,25.0,0,0,7.7417,Q,3,704,third,Dead,21-30
705,0,3,male,26.0,1,0,7.8542,S,3,705,third,Dead,21-30
706,0,2,male,39.0,0,0,26.0,S,2,706,second,Dead,31-40
707,1,2,female,45.0,0,0,13.5,S,2,707,second,Alive,41-50
708,1,1,male,42.0,0,0,26.2875,S,1,708,first,Alive,41-50
709,1,1,female,22.0,0,0,151.55,S,1,709,first,Alive,21-30
711,1,1,female,24.0,0,0,49.5042,C,1,711,first,Alive,21-30
713,1,1,male,48.0,1,0,52.0,S,1,713,first,Alive,41-50
714,0,3,male,29.0,0,0,9.4833,S,3,714,third,Dead,21-30
715,0,2,male,52.0,0,0,13.0,S,2,715,second,Dead,51-60
716,0,3,male,19.0,0,0,7.65,S,3,716,third,Dead,11-20
717,1,1,female,38.0,0,0,227.525,C,1,717,first,Alive,31-40
718,1,2,female,27.0,0,0,10.5,S,2,718,second,Alive,21-30
720,0,3,male,33.0,0,0,7.775,S,3,720,third,Dead,31-40
721,1,2,female,6.0,0,1,33.0,S,2,721,second,Alive,0-11
722,0,3,male,17.0,1,0,7.0542,S,3,722,third,Dead,11-20
723,0,2,male,34.0,0,0,13.0,S,2,723,second,Dead,31-40
724,0,2,male,50.0,0,0,13.0,S,2,724,second,Dead,41-50
725,1,1,male,27.0,1,0,53.1,S,1,725,first,Alive,21-30
726,0,3,male,20.0,0,0,8.6625,S,3,726,third,Dead,11-20
727,1,2,female,30.0,3,0,21.0,S,2,727,second,Alive,21-30
729,0,2,male,25.0,1,0,26.0,S,2,729,second,Dead,21-30
730,0,3,female,25.0,1,0,7.925,S,3,730,third,Dead,21-30
731,1,1,female,29.0,0,0,211.3375,S,1,731,first,Alive,21-30
732,0,3,male,11.0,0,0,18.7875,C,3,732,third,Dead,0-11
734,0,2,male,23.0,0,0,13.0,S,2,734,second,Dead,21-30
735,0,2,male,23.0,0,0,13.0,S,2,735,second,Dead,21-30
736,0,3,male,28.5,0,0,16.1,S,3,736,third,Dead,21-30
737,0,3,female,48.0,1,3,34.375,S,3,737,third,Dead,41-50
738,1,1,male,35.0,0,0,512.3292,C,1,738,first,Alive,31-40
742,0,1,male,36.0,1,0,78.85,S,1,742,first,Dead,31-40
743,1,1,female,21.0,2,2,262.375,C,1,743,first,Alive,11-20
744,0,3,male,24.0,1,0,16.1,S,3,744,third,Dead,21-30
745,1,3,male,31.0,0,0,7.925,S,3,745,third,Alive,21-30
746,0,1,male,70.0,1,1,71.0,S,1,746,first,Dead,61-80
747,0,3,male,16.0,1,1,20.25,S,3,747,third,Dead,11-20
748,1,2,female,30.0,0,0,13.0,S,2,748,second,Alive,21-30
749,0,1,male,19.0,1,0,53.1,S,1,749,first,Dead,11-20
750,0,3,male,31.0,0,0,7.75,Q,3,750,third,Dead,21-30
751,1,2,female,4.0,1,1,23.0,S,2,751,second,Alive,0-11
752,1,3,male,6.0,0,1,12.475,S,3,752,third,Alive,0-11
753,0,3,male,33.0,0,0,9.5,S,3,753,third,Dead,31-40
754,0,3,male,23.0,0,0,7.8958,S,3,754,third,Dead,21-30
755,1,2,female,48.0,1,2,65.0,S,2,755,second,Alive,41-50
756,1,2,male,0.67,1,1,14.5,S,2,756,second,Alive,0-11
757,0,3,male,28.0,0,0,7.7958,S,3,757,third,Dead,21-30
758,0,2,male,18.0,0,0,11.5,S,2,758,second,Dead,11-20
759,0,3,male,34.0,0,0,8.05,S,3,759,third,Dead,31-40
760,1,1,female,33.0,0,0,86.5,S,1,760,first,Alive,31-40
762,0,3,male,41.0,0,0,7.125,S,3,762,third,Dead,31-40
763,1,3,male,20.0,0,0,7.2292,C,3,763,third,Alive,11-20
764,1,1,female,36.0,1,2,120.0,S,1,764,first,Alive,31-40
765,0,3,male,16.0,0,0,7.775,S,3,765,third,Dead,11-20
766,1,1,female,51.0,1,0,77.9583,S,1,766,first,Alive,41-50
768,0,3,female,30.5,0,0,7.75,Q,3,768,third,Dead,21-30
770,0,3,male,32.0,0,0,8.3625,S,3,770,third,Dead,31-40
771,0,3,male,24.0,0,0,9.5,S,3,771,third,Dead,21-30
772,0,3,male,48.0,0,0,7.8542,S,3,772,third,Dead,41-50
773,0,2,female,57.0,0,0,10.5,S,2,773,second,Dead,51-60
775,1,2,female,54.0,1,3,23.0,S,2,775,second,Alive,51-60
776,0,3,male,18.0,0,0,7.75,S,3,776,third,Dead,11-20
778,1,3,female,5.0,0,0,12.475,S,3,778,third,Alive,0-11
780,1,1,female,43.0,0,1,211.3375,S,1,780,first,Alive,41-50
781,1,3,female,13.0,0,0,7.2292,C,3,781,third,Alive,11-20
782,1,1,female,17.0,1,0,57.0,S,1,782,first,Alive,11-20
783,0,1,male,29.0,0,0,30.0,S,1,783,first,Dead,21-30
785,0,3,male,25.0,0,0,7.05,S,3,785,third,Dead,21-30
786,0,3,male,25.0,0,0,7.25,S,3,786,third,Dead,21-30
787,1,3,female,18.0,0,0,7.4958,S,3,787,third,Alive,11-20
788,0,3,male,8.0,4,1,29.125,Q,3,788,third,Dead,0-11
789,1,3,male,1.0,1,2,20.575,S,3,789,third,Alive,0-11
790,0,1,male,46.0,0,0,79.2,C,1,790,first,Dead,41-50
792,0,2,male,16.0,0,0,26.0,S,2,792,second,Dead,11-20
795,0,3,male,25.0,0,0,7.8958,S,3,795,third,Dead,21-30
796,0,2,male,39.0,0,0,13.0,S,2,796,second,Dead,31-40
797,1,1,female,49.0,0,0,25.9292,S,1,797,first,Alive,41-50
798,1,3,female,31.0,0,0,8.6833,S,3,798,third,Alive,21-30
799,0,3,male,30.0,0,0,7.2292,C,3,799,third,Dead,21-30
800,0,3,female,30.0,1,1,24.15,S,3,800,third,Dead,21-30
801,0,2,male,34.0,0,0,13.0,S,2,801,second,Dead,31-40
802,1,2,female,31.0,1,1,26.25,S,2,802,second,Alive,21-30
803,1,1,male,11.0,1,2,120.0,S,1,803,first,Alive,0-11
804,1,3,male,0.42,0,1,8.5167,C,3,804,third,Alive,0-11
805,1,3,male,27.0,0,0,6.975,S,3,805,third,Alive,21-30
806,0,3,male,31.0,0,0,7.775,S,3,806,third,Dead,21-30
807,0,1,male,39.0,0,0,0.0,S,1,807,first,Dead,31-40
808,0,3,female,18.0,0,0,7.775,S,3,808,third,Dead,11-20
809,0,2,male,39.0,0,0,13.0,S,2,809,second,Dead,31-40
810,1,1,female,33.0,1,0,53.1,S,1,810,first,Alive,31-40
811,0,3,male,26.0,0,0,7.8875,S,3,811,third,Dead,21-30
812,0,3,male,39.0,0,0,24.15,S,3,812,third,Dead,31-40
813,0,2,male,35.0,0,0,10.5,S,2,813,second,Dead,31-40
814,0,3,female,6.0,4,2,31.275,S,3,814,third,Dead,0-11
815,0,3,male,30.5,0,0,8.05,S,3,815,third,Dead,21-30
817,0,3,female,23.0,0,0,7.925,S,3,817,third,Dead,21-30
818,0,2,male,31.0,1,1,37.0042,C,2,818,second,Dead,21-30
819,0,3,male,43.0,0,0,6.45,S,3,819,third,Dead,41-50
820,0,3,male,10.0,3,2,27.9,S,3,820,third,Dead,0-11
821,1,1,female,52.0,1,1,93.5,S,1,821,first,Alive,51-60
822,1,3,male,27.0,0,0,8.6625,S,3,822,third,Alive,21-30
823,0,1,male,38.0,0,0,0.0,S,1,823,first,Dead,31-40
824,1,3,female,27.0,0,1,12.475,S,3,824,third,Alive,21-30
825,0,3,male,2.0,4,1,39.6875,S,3,825,third,Dead,0-11
828,1,2,male,1.0,0,2,37.0042,C,2,828,second,Alive,0-11
830,1,1,female,62.0,0,0,80.0,,1,830,first,Alive,61-80
831,1,3,female,15.0,1,0,14.4542,C,3,831,third,Alive,11-20
832,1,2,male,0.83,1,1,18.75,S,2,832,second,Alive,0-11
834,0,3,male,23.0,0,0,7.8542,S,3,834,third,Dead,21-30
835,0,3,male,18.0,0,0,8.3,S,3,835,third,Dead,11-20
836,1,1,female,39.0,1,1,83.1583,C,1,836,first,Alive,31-40
837,0,3,male,21.0,0,0,8.6625,S,3,837,third,Dead,11-20
839,1,3,male,32.0,0,0,56.4958,S,3,839,third,Alive,31-40
841,0,3,male,20.0,0,0,7.925,S,3,841,third,Dead,11-20
842,0,2,male,16.0,0,0,10.5,S,2,842,second,Dead,11-20
843,1,1,female,30.0,0,0,31.0,C,1,843,first,Alive,21-30
844,0,3,male,34.5,0,0,6.4375,C,3,844,third,Dead,31-40
845,0,3,male,17.0,0,0,8.6625,S,3,845,third,Dead,11-20
846,0,3,male,42.0,0,0,7.55,S,3,846,third,Dead,41-50
848,0,3,male,35.0,0,0,7.8958,C,3,848,third,Dead,31-40
849,0,2,male,28.0,0,1,33.0,S,2,849,second,Dead,21-30
851,0,3,male,4.0,4,2,31.275,S,3,851,third,Dead,0-11
852,0,3,male,74.0,0,0,7.775,S,3,852,third,Dead,61-80
853,0,3,female,9.0,1,1,15.2458,C,3,853,third,Dead,0-11
854,1,1,female,16.0,0,1,39.4,S,1,854,first,Alive,11-20
855,0,2,female,44.0,1,0,26.0,S,2,855,second,Dead,41-50
856,1,3,female,18.0,0,1,9.35,S,3,856,third,Alive,11-20
857,1,1,female,45.0,1,1,164.8667,S,1,857,first,Alive,41-50
858,1,1,male,51.0,0,0,26.55,S,1,858,first,Alive,41-50
859,1,3,female,24.0,0,3,19.2583,C,3,859,third,Alive,21-30
861,0,3,male,41.0,2,0,14.1083,S,3,861,third,Dead,31-40
862,0,2,male,21.0,1,0,11.5,S,2,862,second,Dead,11-20
863,1,1,female,48.0,0,0,25.9292,S,1,863,first,Alive,41-50
865,0,2,male,24.0,0,0,13.0,S,2,865,second,Dead,21-30
866,1,2,female,42.0,0,0,13.0,S,2,866,second,Alive,41-50
867,1,2,female,27.0,1,0,13.8583,C,2,867,second,Alive,21-30
868,0,1,male,31.0,0,0,50.4958,S,1,868,first,Dead,21-30
870,1,3,male,4.0,1,1,11.1333,S,3,870,third,Alive,0-11
871,0,3,male,26.0,0,0,7.8958,S,3,871,third,Dead,21-30
872,1,1,female,47.0,1,1,52.5542,S,1,872,first,Alive,41-50
873,0,1,male,33.0,0,0,5.0,S,1,873,first,Dead,31-40
874,0,3,male,47.0,0,0,9.0,S,3,874,third,Dead,41-50
875,1,2,female,28.0,1,0,24.0,C,2,875,second,Alive,21-30
876,1,3,female,15.0,0,0,7.225,C,3,876,third,Alive,11-20
877,0,3,male,20.0,0,0,9.8458,S,3,877,third,Dead,11-20
878,0,3,male,19.0,0,0,7.8958,S,3,878,third,Dead,11-20
880,1,1,female,56.0,0,1,83.1583,C,1,880,first,Alive,51-60
881,1,2,female,25.0,0,1,26.0,S,2,881,second,Alive,21-30
882,0,3,male,33.0,0,0,7.8958,S,3,882,third,Dead,31-40
883,0,3,female,22.0,0,0,10.5167,S,3,883,third,Dead,21-30
884,0,2,male,28.0,0,0,10.5,S,2,884,second,Dead,21-30
885,0,3,male,25.0,0,0,7.05,S,3,885,third,Dead,21-30
886,0,3,female,39.0,0,5,29.125,Q,3,886,third,Dead,31-40
887,0,2,male,27.0,0,0,13.0,S,2,887,second,Dead,21-30
888,1,1,female,19.0,0,0,30.0,S,1,888,first,Alive,11-20
890,1,1,male,26.0,0,0,30.0,C,1,890,first,Alive,21-30
891,0,3,male,32.0,0,0,7.75,Q,3,891,third,Dead,31-40
